age,monthly_salary,credit_score,existing_emi,requested_amount,tenure_months,missed_payments,proposed_emi,foir,approved
37,93849,701,5179,1357906,120,1,11315.883333333333,17.5759819852458,0
28,109854,680,8873,2265472,48,0,47197.333333333336,51.04077533210747,1
35,76256,736,22570,1299838,48,1,27079.958333333332,65.10957607707371,0
47,144545,717,22157,1737065,84,1,20679.345238095237,29.63530059019353,0
47,143721,701,9460,1402479,60,0,23374.65,22.84610460545084,1
35,116110,729,5352,2458979,36,0,68304.97222222222,63.437233849127736,0
28,148606,656,26586,2438165,60,0,40636.083333333336,45.235107151348764,1
54,49650,671,10344,2091189,48,0,43566.4375,108.58094159113796,0
47,81118,742,9507,2796908,120,0,23307.566666666666,40.45287934449403,1
41,63930,724,37885,2475516,36,1,68764.33333333333,166.82204494499192,0
24,120707,705,21865,2614821,36,0,72633.91666666667,78.28785129832295,0
25,135400,746,32213,834154,120,0,6951.283333333334,28.92487690792713,1
47,46801,707,9477,707836,36,0,19662.11111111111,62.261727550930765,0
32,86360,742,11533,2040866,120,1,17007.216666666667,33.04795815964181,0
23,122908,713,28396,632915,36,0,17580.972222222223,37.40763190534564,1
35,51559,661,17755,696681,60,1,11611.35,56.956787369809334,0
51,67334,656,5865,1302491,36,0,36180.305555555555,62.4429048557275,0
33,140473,704,16173,1896989,84,0,22583.20238095238,27.589787632464873,1
47,48288,711,38371,1277150,120,0,10642.916666666666,101.50330654959134,0
54,57398,739,16254,2622547,36,0,72848.52777777778,155.2362935603641,0
34,111230,722,9018,1778283,120,0,14819.025,21.43039198058078,1
35,47191,747,10192,1271469,84,0,15136.535714285714,53.67238607845927,1
45,53051,726,7015,2276984,36,0,63249.555555555555,132.44718394668445,0
55,96715,704,8380,2821991,36,0,78388.63888888889,89.71580301803121,0
47,45737,685,33343,1768458,84,0,21053.071428571428,118.93231175759544,0
42,100140,738,8770,2176099,84,1,25905.940476190477,34.62746202934938,0
49,60251,673,10829,2590651,84,0,30841.083333333332,69.16081614136418,0
57,85975,693,39381,2160809,120,0,18006.741666666665,66.74933604730057,0
23,40147,666,20545,1791378,84,1,21325.928571428572,104.2940408285266,0
30,85508,651,23263,1274456,120,1,10620.466666666667,39.62607787185605,0
44,87224,662,30675,1393155,60,1,23219.25,61.78832660735577,0
36,54643,680,30362,1027169,36,0,28532.472222222223,107.78045169961791,0
34,73967,742,5148,1371217,36,1,38089.36111111111,58.45493410725203,0
44,133850,677,6754,2397465,48,0,49947.1875,42.3617388868136,1
38,138535,709,31745,2763567,60,0,46059.45,56.162305554552994,0
23,75733,676,12378,2004181,84,1,23859.29761904762,47.84875499326267,0
41,119003,664,25140,971466,84,0,11565.07142857143,30.843820263834886,1
41,69808,744,14371,2570569,60,0,42842.816666666666,81.95882515853006,0
24,102288,728,31999,1688304,84,0,20098.85714285714,50.932521060981884,1
33,93959,682,17779,1816461,48,1,37842.9375,59.19809438159197,0
23,36849,669,36075,647733,120,0,5397.775,112.54789817905507,0
57,103178,691,35697,1315122,36,0,36531.166666666664,70.00345680926812,0
35,102136,661,14795,794977,60,0,13249.616666666667,27.458111407012876,1
37,95740,722,9218,1619816,36,0,44994.88888888889,56.62511895643293,0
40,147255,672,16672,1474645,120,1,12288.708333333334,19.66704582753274,0
55,121322,721,36042,2806456,60,0,46774.26666666667,68.26154091316221,0
27,79565,745,16009,855734,120,0,7131.116666666667,29.083286202057018,1
34,55183,663,24544,2421620,84,1,28828.809523809523,96.71965917730012,0
57,36132,740,34381,2970950,84,0,35368.45238095238,193.04066307138376,0
43,73259,674,30287,2716259,84,0,32336.416666666668,85.48221606446535,0
39,131612,726,7586,901176,120,1,7509.8,11.469926754399294,0
33,98668,734,7648,1571038,120,0,13091.983333333334,21.019969324738856,1
51,73563,680,23101,1543423,120,0,12861.858333333334,48.887155680618434,1
28,127227,703,26692,2352829,36,1,65356.36111111111,72.34970651757183,0
53,143835,654,12407,592889,120,1,4940.741666666667,12.060862562426857,0
40,45931,662,22254,588952,84,1,7011.333333333333,63.715863650548286,0
27,108169,677,20234,1217884,48,1,25372.583333333332,42.16234164440212,0
41,85639,692,27211,915331,120,1,7627.758333333333,40.680949489523854,0
48,138313,738,34480,1404498,48,1,29260.375,46.084153333381536,0
58,93901,748,29846,721576,84,1,8590.190476190477,40.93267428056195,0
28,135417,696,20321,1243681,120,0,10364.008333333333,22.65964268395647,1
26,36044,720,17646,1365796,36,0,37938.77777777778,154.21367711069186,0
32,81691,687,27117,2899940,36,1,80553.88888888889,131.8026329569829,0
36,135735,745,9893,2921939,48,0,60873.729166666664,52.13594810967448,1
24,59363,716,14476,754084,36,0,20946.777777777777,59.67147512386129,0
26,81694,711,22270,629466,36,0,17485.166666666668,48.663508539998865,1
44,36582,688,26702,2611740,36,0,72548.33333333333,271.3092048912944,0
58,114910,686,9382,2740604,84,0,32626.238095238095,36.55751291901322,1
30,101844,735,6785,2094575,36,1,58182.63888888889,63.791326822285946,0
36,56301,657,16735,1160457,60,1,19340.95,64.07692580948829,0
24,109329,730,35177,2451356,120,1,20427.966666666667,50.86021702079656,0
50,36620,701,35712,2232329,36,1,62009.13888888889,266.8518265671461,0
27,97224,740,21679,2357084,36,0,65474.555555555555,89.64201797452847,0
38,91655,682,22064,1894994,36,0,52638.72222222222,81.50425205632231,0
47,130419,730,35563,819753,60,0,13662.55,37.74415537613385,1
42,72534,691,38092,2046557,36,0,56848.805555555555,130.89145167170645,0
29,138496,725,31867,1274597,36,0,35405.47222222222,48.57358495712672,1
42,74390,676,38754,555486,120,0,4629.05,58.31838956849039,0
32,106629,657,24502,1234647,60,0,20577.45,42.276913410047925,1
59,90856,672,5760,529882,60,0,8831.366666666667,16.059882304599217,1
29,84252,713,29142,1787256,36,1,49646.0,93.5146940131985,0
45,90809,742,22290,2181594,60,0,36359.9,64.5859991851028,0
56,57259,669,10499,674898,48,0,14060.375,42.89172881119126,1
35,55655,665,5364,1898705,60,0,31645.083333333332,66.49731979756235,0
35,68005,666,24797,2903324,60,0,48388.73333333333,107.61816533098056,0
31,66629,729,37535,2517411,60,0,41956.85,119.30518242807186,0
33,58610,668,21105,1123226,84,0,13371.738095238095,58.82398583046936,0
59,92184,657,12939,1056831,84,0,12581.32142857143,27.684111590483628,1
55,56602,687,18936,1148567,84,1,13673.416666666666,57.61177461338233,0
31,120945,687,20863,2626514,60,0,43775.23333333333,53.444320421128054,1
38,46110,702,17561,2755970,48,1,57416.041666666664,162.6047314393118,0
38,41073,742,15447,903273,60,1,15054.55,74.26180215713487,0
24,135846,749,35624,1329347,36,0,36926.305555555555,53.406287675423314,1
52,115818,739,17411,1438565,48,1,29970.104166666668,40.909965779642775,0
22,45195,680,24465,1189517,84,0,14160.916666666666,85.46502194195523,0
33,36537,693,24642,873519,120,0,7279.325,87.3671210006295,0
25,52138,709,36262,1343224,48,0,27983.833333333332,123.22266549030137,0
34,79328,725,35363,1776784,84,1,21152.190476190477,71.24242446070804,0
55,81202,666,7107,2530888,48,0,52726.833333333336,73.68517195799775,0
42,75164,728,12928,1537904,48,1,32039.666666666668,59.82606921753322,0
43,124743,722,24317,1939918,60,1,32331.966666666667,45.41254151869577,0
25,89659,688,30017,2352637,36,1,65351.02777777778,106.36748990929831,0
39,121155,691,18528,2694102,120,0,22450.85,33.82349056993108,1
26,84692,697,18313,674942,84,1,8035.023809523809,31.110404535875652,0
40,59845,661,6559,2083452,48,0,43405.25,83.48943103016126,0
23,124846,745,20167,2466522,120,0,20554.35,32.61726446982682,1
33,138435,738,20343,1391712,48,1,28994.0,35.63910860692744,0
38,65562,667,12523,2543419,36,1,70650.52777777778,126.86240166220948,0
31,63036,728,33439,772743,120,0,6439.525,63.263095691350976,0
55,95752,745,20524,834738,84,0,9937.357142857143,31.812763329076304,1
27,109233,655,18285,1232790,48,0,25683.125,40.2516867613267,1
29,118049,692,15973,2206875,36,0,61302.083333333336,65.46017614154574,0
32,143575,684,27694,2850008,120,0,23750.066666666666,35.83079691218295,1
33,103681,747,9302,784293,48,0,16339.4375,24.73108621637523,1
30,62818,703,27391,697170,48,0,14524.375,66.72510267757649,0
23,65544,711,9611,1919754,84,1,22854.214285714286,49.5319392861502,0
29,97532,718,14372,1729140,36,0,48031.666666666664,63.98276121341372,0
32,113636,731,29312,679992,60,1,11333.2,35.767890457249464,0
57,92705,665,19080,1071054,48,1,22313.625,44.65090879672078,0
31,55104,657,20082,1295740,120,0,10797.833333333334,56.03918650793651,0
42,104603,738,35677,947095,84,0,11274.940476190477,44.885845029483356,1
41,137499,745,25874,2985500,84,0,35541.666666666664,44.6662642394975,1
29,94025,739,13378,1485979,48,1,30957.895833333332,47.153305858371,0
57,131264,735,6597,2906409,48,0,60550.1875,51.15430544551438,1
50,67317,680,16600,1335358,48,0,27819.958333333332,65.98624171209848,0
33,66416,659,8747,1979995,60,0,32999.916666666664,62.8567162531117,0
35,77012,705,18879,2292837,48,0,47767.4375,86.54032813068093,0
42,140585,725,18017,2471472,36,0,68652.0,61.648824554539964,0
43,103045,741,29815,704580,120,1,5871.5,34.63195691202873,0
42,56400,719,23964,1074673,48,0,22389.020833333332,82.18620715130022,0
51,83270,669,33812,1579229,60,1,26320.483333333334,72.21386253552701,0
41,107069,654,29714,1640441,120,1,13670.341666666667,40.51998399785808,0
45,84833,672,23890,1150101,84,0,13691.67857142857,44.30077749393347,1
44,98644,658,9725,1694447,48,0,35300.979166666664,45.644924340726924,1
28,115206,707,25684,2845687,120,1,23714.058333333334,42.87802573940015,0
30,104468,708,31325,2087916,84,1,24856.14285714286,53.77832719793895,0
22,147899,742,37542,2734268,60,0,45571.13333333333,56.195872408422865,0
47,94473,729,18092,2748095,36,1,76335.97222222222,99.95233794017572,0
59,80809,703,35382,720375,48,0,15007.8125,62.356683661473355,0
59,73328,695,30457,2486314,36,0,69064.27777777778,135.7207039299828,0
43,71784,671,11131,1267522,60,0,21125.366666666665,44.93531520487387,1
31,58723,713,30215,1505344,120,0,12544.533333333333,72.8156486101414,0
27,95646,657,17612,2328881,120,0,19407.341666666667,38.704537217099166,1
38,101255,669,18091,2942404,60,0,49040.066666666666,66.2990140404589,0
59,35074,700,34759,1783596,60,0,29726.6,183.85584763642584,0
45,61498,727,5559,549892,48,0,11456.083333333334,27.667701930686096,1
31,100522,688,5713,2778745,84,1,33080.29761904762,38.591848171591906,0
29,131881,686,20184,1377933,36,1,38275.916666666664,44.3277778199033,0
42,55541,699,20261,845535,36,0,23487.083333333332,78.76718700299477,0
27,80929,683,25372,2877216,120,0,23976.8,60.97789420356114,0
42,135453,724,37140,2365993,120,0,19716.608333333334,41.97515620424305,1
45,61028,682,38024,1707935,48,0,35581.979166666664,120.61017756876625,0
54,64545,680,37544,1283059,60,0,21384.316666666666,91.29803496268752,0
39,114569,703,5037,2722854,36,0,75634.83333333333,70.41331715676434,0
49,66673,693,17697,573527,48,1,11948.479166666666,44.463994670506295,0
53,65974,683,36707,1415108,120,1,11792.566666666668,73.51315164559776,0
33,93899,720,31016,1328667,120,0,11072.225,44.82286818815962,1
48,58097,711,39600,1183019,36,1,32861.63888888889,124.72526789488079,0
31,137511,672,28984,2884272,120,0,24035.6,38.556624560944215,1
53,128144,695,10167,1918351,120,0,15986.258333333333,20.40927264119532,1
47,99824,705,5432,1223666,84,1,14567.452380952382,20.034713476671325,0
46,58525,656,9151,1094670,60,0,18244.5,46.80991029474584,1
32,92804,738,11411,1303083,120,0,10859.025,23.99683742080083,1
44,50043,710,35788,680116,84,1,8096.619047619048,87.6938214088265,0
55,76846,652,31623,514633,48,1,10721.520833333334,55.10309037989399,0
44,112261,687,27104,579164,120,1,4826.366666666667,28.442973665535376,0
50,137240,733,5256,1287001,48,1,26812.520833333332,23.366744996599632,0
52,142611,683,38439,1353941,120,1,11282.841666666667,34.86536218571265,0
28,85227,693,38257,623425,36,0,17317.36111111111,65.20745903423928,0
54,88028,679,23066,1274508,84,0,15172.714285714286,43.43926283195607,1
42,72383,666,37746,1938242,84,0,23074.309523809523,84.02568216820183,0
23,64483,708,7460,795182,36,0,22088.38888888889,45.82353316205649,1
39,42265,659,39743,1728736,60,0,28812.266666666666,162.2033991876651,0
54,57763,748,8216,1752825,84,0,20866.964285714286,50.34877739333879,1
58,110652,733,19267,2802690,48,0,58389.375,70.1807242526118,0
55,50733,667,14581,1222153,84,0,14549.440476190477,57.41911670153643,0
41,147196,694,9515,2494837,60,1,41580.61666666667,34.71263938331658,0
56,126038,740,27076,2798618,48,0,58304.541666666664,67.74190455788465,0
39,72420,708,14776,2184038,48,0,45500.791666666664,83.2322447758446,0
45,143777,711,26947,811416,36,1,22539.333333333332,34.41881061180393,0
29,44247,708,7963,637980,120,1,5316.5,30.012204217235066,0
51,58840,698,11786,1520669,36,0,42240.805555555555,91.81985988367701,0
31,100149,749,18866,2141311,120,0,17844.258333333335,36.6556414276062,1
44,56058,712,37305,1229887,36,0,34163.52777777778,127.49032747828639,0
32,69929,736,22360,1887828,120,0,15731.9,54.47225042543151,1
23,119171,681,37813,726301,84,0,8646.440476190477,38.98552540147391,1
47,126164,659,6193,1324765,48,0,27599.270833333332,26.78440033078638,1
57,66362,660,9512,1407651,120,0,11730.425,32.009922847412675,1
54,121489,719,27666,1893749,84,0,22544.630952380954,41.32936393614315,1
34,119664,711,21630,1850417,60,0,30840.283333333333,43.84801054062486,1
46,82356,696,13983,2352642,36,1,65351.166666666664,96.33076723816923,0
25,112597,683,5636,1411952,60,1,23532.533333333333,25.905249103735738,0
40,41041,749,8775,1490391,84,0,17742.75,64.61282619819205,0
39,113209,666,7421,555063,60,0,9251.05,14.72678850621417,1
58,96954,703,18025,1087069,60,0,18117.816666666666,37.2783141145973,1
51,96869,725,14280,2504676,84,0,29817.571428571428,45.52289321513738,1
40,56059,734,16351,2815138,48,0,58648.708333333336,133.7870963330301,0
44,134864,689,35171,1855044,120,0,15458.7,37.54130086605766,1
37,79722,668,8644,721668,36,0,20046.333333333332,35.98797487937249,1
22,52548,716,21142,2891938,120,0,24099.483333333334,86.09553804775317,0
33,50078,731,12773,1015518,36,0,28208.833333333332,81.83600250276235,0
45,40419,702,33466,1049666,120,0,8747.216666666667,104.43904269444238,0
55,70490,713,15778,2902171,60,0,48369.51666666667,91.00229346952287,0
29,111086,732,17501,1666747,48,0,34723.895833333336,47.01303119505008,1
39,93760,696,7108,1910781,60,0,31846.35,41.546875,1
26,65337,655,34369,1088665,48,0,22680.520833333332,87.31579477682374,0
47,36468,665,30818,1078979,84,0,12844.988095238095,119.72959332905037,0
51,59309,721,15251,2559417,36,0,71094.91666666667,145.58653267913246,0
34,101344,667,28341,2908359,36,0,80787.75,107.68151049889485,0
40,125283,701,16678,1116070,84,0,13286.547619047618,23.917488900367662,1
50,107255,697,19367,2332760,120,0,19439.666666666668,36.18168539151244,1
24,116899,692,34672,2675495,84,0,31851.130952380954,56.906501298027315,0
47,63718,688,9332,2942367,84,0,35028.17857142857,69.61954011649544,0
33,129337,698,17002,1422996,48,1,29645.75,36.066825425052386,0
23,143895,661,25284,2367322,84,1,28182.404761904763,37.15654106251417,0
32,72841,659,20700,1094571,36,1,30404.75,70.15931961395367,0
49,108548,720,18769,2656719,60,0,44278.65,58.08273759074327,0
39,118565,704,34318,2906302,48,1,60547.958333333336,80.01177272663378,0
34,81660,650,29323,2526091,48,0,52626.895833333336,100.355003469671,0
58,141553,698,32610,2834930,120,0,23624.416666666668,39.72675723345084,1
43,85281,685,11963,1690334,60,0,28172.233333333334,47.062339012597576,1
33,148451,670,12838,1829611,48,1,38116.895833333336,34.32438705925412,0
23,35767,686,17243,1216079,84,0,14477.130952380952,88.68546691749644,0
58,38895,673,32939,1512968,48,1,31520.166666666668,165.72610018425678,0
28,93026,704,6845,1454227,48,0,30296.395833333332,39.92582270906341,1
47,77968,674,21766,749465,48,0,15613.854166666666,47.94255869929543,1
47,75097,656,17780,2821741,120,0,23514.508333333335,54.988226338380144,1
45,50332,730,6509,1831142,48,0,38148.791666666664,88.72643977323902,0
33,49621,742,28957,795625,48,0,16575.520833333332,91.76058691548604,0
37,111870,743,39346,1133672,120,0,9447.266666666666,43.616042430201716,1
44,53174,720,22263,558031,60,0,9300.516666666666,59.35892854904026,0
30,134189,746,31148,2474601,36,0,68738.91666666667,74.43748494039501,0
53,75502,720,36533,2418135,120,0,20151.125,75.07632248152368,0
36,71674,673,17931,2951550,120,1,24596.25,59.33427742277534,0
58,72260,660,6359,2581552,48,0,53782.333333333336,83.22908017344773,0
34,77498,722,29532,2215948,48,0,46165.583333333336,97.67682176744347,0
26,102609,661,25344,842368,36,0,23399.11111111111,47.50373857177354,1
32,84464,684,9242,1260791,48,0,26266.479166666668,42.03977927479953,1
31,106805,712,25601,2364968,84,1,28154.380952380954,50.33039740871771,0
34,99919,717,24116,2684847,48,1,55934.3125,80.11520581671154,0
36,89469,749,35782,1678642,48,0,34971.708333333336,79.08181418517401,0
28,52194,741,23880,1687558,84,0,20089.97619047619,84.24335400711995,0
49,61811,706,8499,2130969,36,1,59193.583333333336,109.51543144963412,0
53,107377,662,36587,2234441,84,1,26600.488095238095,58.84638991146902,0
56,78723,672,31020,1752876,120,1,14607.3,57.95930033154225,0
36,135336,732,13080,790699,84,1,9413.083333333334,16.620177434927392,0
57,110235,688,28207,2352947,60,0,39215.78333333333,61.16277346880149,0
42,146041,737,38957,2032579,120,0,16938.158333333333,38.27360695512447,1
27,111298,729,18908,2752375,48,0,57341.145833333336,68.50899911349111,0
22,94238,746,35652,2072900,120,0,17274.166666666668,56.16223462580558,0
25,140433,661,35344,2418715,36,0,67186.52777777778,73.01028090105444,0
32,142092,683,30034,991513,36,0,27542.027777777777,40.52024588138515,1
47,37147,720,30788,2677890,84,0,31879.64285714286,168.7017601882867,0
58,133919,724,17751,835740,120,0,6964.5,18.455558957280147,1
44,134251,680,38793,630613,48,0,13137.770833333334,38.68185029037649,1
50,73445,742,37839,573601,36,0,15933.361111111111,73.21446131269809,0
42,88803,711,14385,2240584,48,0,46678.833333333336,68.76325499513905,0
48,96108,662,23232,1312902,60,1,21881.7,46.940629292046445,0
34,141170,680,39790,1556904,36,1,43247.333333333336,58.82080706476825,0
44,37013,651,20831,637405,84,0,7588.1547619047615,76.7815490824974,0
37,120617,664,25125,621173,60,0,10352.883333333333,29.413667504027902,1
51,117410,706,22682,546638,120,0,4555.316666666667,23.198464071771284,1
25,88502,724,22288,1750251,48,0,36463.5625,66.3844461142121,0
37,72755,683,29405,1662496,36,0,46180.444444444445,103.89037790453499,0
52,43733,717,7620,2605039,60,0,43417.316666666666,116.70207089993063,0
46,44479,724,18854,2564798,60,1,42746.63333333333,138.4937461123976,0
33,110361,678,14677,1573494,36,0,43708.166666666664,52.90380357795477,1
47,56304,715,29074,1321929,120,0,11016.075,71.20288967036089,0
58,70694,665,22824,2952858,120,0,24607.15,67.09360058845164,0
54,140586,688,5765,1216369,84,0,14480.583333333334,14.400853095851177,1
49,116171,726,36615,1822649,120,0,15188.741666666667,44.59266225363186,1
30,149151,686,17975,2527842,84,1,30093.35714285714,32.22798180559108,0
33,121296,730,14341,1517977,60,0,25299.616666666665,32.680893571648426,1
26,44490,670,33141,1234459,36,0,34290.52777777778,151.5655827776529,0
49,56252,693,17334,2887842,120,0,24065.35,73.59622768968214,0
56,140290,668,20835,2806648,84,0,33412.47619047619,38.66809907368749,1
26,41862,720,31548,1976075,60,0,32934.583333333336,154.03607886229358,0
55,145463,657,30039,808710,120,0,6739.25,25.28357726707135,1
55,104959,726,37530,847608,48,0,17658.5,52.58100782210197,1
34,45450,715,23565,1676855,60,0,27947.583333333332,113.33901723505684,0
35,91022,690,14834,581991,120,1,4849.925,21.625458680319042,0
32,96991,724,5840,2951976,60,0,49199.6,56.74712086688456,0
59,75927,737,18873,2852221,36,0,79228.36111111111,129.20484295588014,0
25,135377,719,36568,985714,36,0,27380.944444444445,47.23767290192902,1
54,123090,710,15846,1176503,36,0,32680.63888888889,39.423705328531064,1
28,84853,675,10899,622772,48,0,12974.416666666666,28.135029600210558,1
29,66826,720,25502,1777991,36,0,49388.63888888889,112.06811553719942,0
58,77879,732,5565,1477469,48,0,30780.604166666668,46.66932570611676,1
31,92265,719,14187,2061853,36,0,57273.694444444445,77.45157366763608,0
36,107361,678,12226,1807589,60,0,30126.483333333334,39.44866695851691,1
59,143956,715,9311,1965741,120,0,16381.175,17.847241518241685,1
36,112990,668,30689,1206412,120,0,10053.433333333332,36.058441750007376,1
26,124787,717,11083,2831134,36,1,78642.61111111111,71.90301162069055,0
50,121184,707,17598,2287139,120,1,19059.491666666665,30.24944849705132,0
40,75736,719,21940,2802535,36,0,77848.19444444444,131.75794132835696,0
31,59530,706,31880,791799,36,0,21994.416666666668,90.49960804076377,0
33,113052,686,7580,688874,84,1,8200.880952380952,13.958957782596462,0
25,82058,710,14386,2120496,84,0,25244.0,48.29510833800483,1
52,141080,741,24522,2808436,84,0,33433.76190476191,41.08006939662738,1
39,109094,679,31224,1739658,48,1,36242.875,61.84288320164262,0
37,109255,720,19635,2810959,84,0,33463.79761904762,48.600794122967024,1
57,39886,722,5671,973818,36,1,27050.5,82.03755703755704,0
46,128721,674,38545,1829615,60,1,30493.583333333332,53.63428137858883,0
44,72387,746,31855,1784468,84,0,21243.666666666668,73.35387109103385,0
33,56575,714,19260,742718,84,1,8841.880952380952,49.67190623487575,0
55,147260,655,6074,1217167,60,0,20286.116666666665,17.900391597627777,1
57,143649,667,14475,869478,36,0,24152.166666666668,26.889965587415627,1
58,74643,659,17878,2224833,48,1,46350.6875,86.04783770748764,0
24,45100,741,20120,1087371,84,0,12944.892857142857,73.31461830852074,0
30,95356,660,28147,2170415,60,1,36173.583333333336,67.45310555532251,0
39,42856,746,6986,2413514,36,1,67042.05555555556,172.73673594258813,0
56,73169,714,37430,1162643,120,1,9688.691666666668,64.3970693417522,0
55,63804,726,22430,2416489,48,1,50343.520833333336,114.0579287087539,0
35,70790,733,7176,2859551,60,0,47659.183333333334,77.46176484437538,0
25,65988,714,23722,707627,60,0,11793.783333333333,53.82157867086945,1
50,144979,701,23617,2088351,60,1,34805.85,40.29745687306438,0
36,111448,716,32115,2092210,84,0,24907.261904761905,51.164903726187916,1
49,73506,731,16906,2868040,120,0,23900.333333333332,55.51428908297734,0
37,148430,727,11610,2491226,48,0,51900.541666666664,42.78821105347077,1
33,122904,680,18411,1930360,36,1,53621.11111111111,58.60843512913421,0
26,102306,740,14180,1329119,36,1,36919.97222222222,49.948167480130415,0
55,47305,666,15073,2774327,120,0,23119.391666666666,80.73647958284889,0
22,44969,704,35960,2397871,60,0,39964.51666666667,168.83745839726626,0
53,47404,742,10901,2990959,60,0,49849.316666666666,128.15441031699152,0
47,43989,685,9482,1554853,60,0,25914.216666666667,80.46606348556836,0
38,100305,675,30428,1348292,60,0,22471.533333333333,52.7386803582407,1
48,70983,702,12400,2730484,60,0,45508.066666666666,81.58019056205946,0
45,145284,666,12396,2269819,120,0,18915.158333333333,21.551690711525932,1
56,74462,735,12338,786885,84,0,9367.67857142857,29.15000748224406,1
47,54360,674,17500,881864,48,0,18372.166666666668,65.99000490556783,0
59,120657,651,16545,1282733,60,0,21378.883333333335,31.431150561785337,1
44,61287,735,10241,2035410,84,1,24231.071428571428,56.24695519208222,0
43,100472,654,28778,849760,36,0,23604.444444444445,52.13636082136759,1
25,143965,653,27821,2530812,120,0,21090.1,33.97429930885979,1
30,96313,685,9695,2691667,84,0,32043.654761904763,43.33647042653096,1
25,69160,655,16530,2239549,60,0,37325.816666666666,77.87133699633699,0
28,41789,670,19318,1736664,60,0,28944.4,115.49067936538324,0
44,62181,726,27331,2132974,60,0,35549.566666666666,101.12504891633564,0
23,49385,738,31355,719601,84,0,8566.67857142857,80.83766036535096,0
45,117597,675,16324,796177,60,0,13269.616666666667,25.16528199415518,1
52,100641,704,33149,2380221,84,1,28335.964285714286,61.09335587455838,0
52,79247,688,8218,512938,60,0,8548.966666666667,21.157856659137465,1
55,121673,733,25141,1679418,36,0,46650.5,59.00364090636378,0
45,135250,682,7837,1494199,36,1,41505.52777777778,36.48246046416102,0
47,40544,663,19379,1812994,48,0,37770.708333333336,140.95725220336755,0
37,48275,705,9239,2419398,60,1,40323.3,102.6665976178146,0
34,140289,749,25812,1698609,60,1,28310.15,38.57904040944051,0
36,98248,730,34669,1439479,84,0,17136.654761904763,52.72947516682758,1
48,69550,670,14611,1685622,84,1,20066.928571428572,49.86042929033584,0
25,88693,695,9150,2935760,60,1,48929.333333333336,65.48355939401456,0
37,54641,665,16109,1045501,48,1,21781.270833333332,69.34402890381459,0
51,106749,665,39214,1802619,60,0,30043.65,64.87896842124984,0
51,115021,733,31016,1504735,84,0,17913.511904761905,42.53963354931874,1
57,50605,678,16936,2512236,60,1,41870.6,116.20709416065607,0
24,138173,741,16036,1873464,84,0,22303.14285714286,27.74720304049478,1
43,85713,657,19021,2011602,60,0,33526.7,61.30656959854397,0
43,55390,737,20471,1321485,120,0,11012.375,56.83945658061022,0
33,110403,652,28244,2846118,84,0,33882.357142857145,56.272345083790434,0
42,93466,738,6502,945292,48,0,19693.583333333332,28.026858251485386,1
25,38981,668,39178,1578290,120,1,13152.416666666666,134.2459574322533,0
52,44493,746,8770,1189746,60,1,19829.1,64.2777515564246,0
52,106218,715,9001,817192,84,0,9728.47619047619,17.633052957574225,1
44,106318,728,25946,855439,120,1,7128.658333333334,31.109180320673204,0
41,130335,735,5598,512026,48,1,10667.208333333334,12.479539903581797,0
36,142441,723,35316,2703299,84,0,32182.130952380954,47.386729208852046,1
44,51984,731,30567,2181063,120,0,18175.525,93.76447560787935,0
49,146316,671,31508,788988,120,1,6574.9,26.027843844829,0
37,57760,695,35276,2949711,120,0,24580.925,103.63041031855956,0
58,126529,740,28671,554708,36,1,15408.555555555555,34.837511997688715,0
42,36524,662,21450,2124438,60,1,35407.3,155.67106560070093,0
36,84402,682,19908,1896268,84,0,22574.619047619046,50.33366395063985,1
38,126656,654,36212,1780985,84,0,21202.20238095238,45.330819211843405,1
58,100614,739,11806,2137094,84,0,25441.595238095237,37.02029065348285,1
34,70891,726,23015,2507708,120,0,20897.566666666666,61.943782238459974,0
40,126009,676,22158,1803027,60,0,30050.45,41.432318326468746,1
51,74832,727,20456,1327013,48,1,27646.104166666668,64.28012637196208,0
39,80836,673,32588,939844,84,0,11188.619047619048,54.15485556882954,1
35,108953,716,27491,1768276,60,1,29471.266666666666,52.281503645302706,0
57,48362,712,29188,787249,60,0,13120.816666666668,87.48359593620336,0
57,101745,743,32079,831301,36,1,23091.694444444445,54.22447731529259,0
41,72921,748,9019,1543840,84,0,18379.04761904762,37.57223244202304,1
40,105434,697,17419,1897955,120,1,15816.291666666666,31.522366282856257,0
28,53562,712,38697,1270802,60,1,21180.033333333333,111.79013728638463,0
25,99510,727,24396,764491,60,0,12741.516666666666,37.320386560814654,1
55,111407,661,34892,648182,48,1,13503.791666666666,43.440530367631,0
23,42610,677,12973,2790394,36,0,77510.94444444444,212.3537771519466,0
26,144381,693,26113,1207161,60,0,20119.35,32.021076180383844,1
31,127918,742,16136,955987,60,0,15933.116666666667,25.070057901676595,1
53,50791,692,24203,624926,120,1,5207.716666666666,57.9053703740164,0
34,93047,666,36285,581147,120,0,4842.891666666666,44.20120118506418,1
26,135848,689,28039,2092063,48,0,43584.645833333336,52.7233715868716,1
31,138826,698,6184,2427298,48,1,50568.708333333336,40.88046067259255,0
31,102906,734,27727,1978367,48,1,41215.979166666664,66.99607327723034,0
59,54665,706,21911,2818020,120,0,23483.5,83.04125125766029,0
48,105246,736,5916,2717939,120,0,22649.491666666665,27.141641170844178,1
42,100864,733,8574,2711579,36,0,75321.63888888889,83.17698969789905,0
29,81451,713,22790,2745215,84,1,32681.130952380954,68.10368313756854,0
